MiniApp,API,GroundTruth,MiniDroid,TaintMini,GroundTruth_Pages,MiniDroid_Pages,TaintMini_Pages
wx8e0042c9f465cb08,wx.getLocation,1,1,2,['pages/order/store/index'],['pages/order/store/index'],"['order/store/index', 'wemecms/merch/index']"
wx8e0042c9f465cb08,wx.chooseAddress,3,3,2,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/select']"
wx8e0042c9f465cb08,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wx845e388dea1c6fe9,wx.getLocation,2,2,2,"['pages/order/store/index', 'pages/changce/merch/index']","['pages/order/store/index', 'pages/changce/merch/index']","['order/store/index', 'changce/merch/index']"
wx845e388dea1c6fe9,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wx845e388dea1c6fe9,wx.getUserProfile,7,4,4,"['pages/index/index', 'pages/auth/index', 'pages/goods/index/index', 'pages/goods/detail/index', 'pages/member/index/index', 'pages/member/cart/index', 'pages/message/auth/index']","['pages/auth/index', 'pages/member/index/index', 'pages/member/cart/index', 'pages/message/auth/index']","['auth/index', 'member/cart/index', 'member/index/index', 'message/auth/index']"
wxad57ae1cd953ccef,wx.getUserInfo,6,6,4,"['pages/loginAvt/loginAvt', 'pages/logins/logins', 'pages/collage/collageshare/collageshare', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/distribution/distributionno/distributionno', 'pages/bargain/bargainDetail/bargainDetail']","['pages/loginAvt/loginAvt', 'pages/logins/logins', 'pages/collage/collageshare/collageshare', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/distribution/distributionno/distributionno', 'pages/bargain/bargainDetail/bargainDetail']","['bargain/bargainDetail/bargainDetail', 'logins/logins', 'distribution/distributionno/distributionno', 'loginAvt/loginAvt']"
wxad57ae1cd953ccef,wx.saveImageToPhotosAlbum,8,8,1,"['pages/index/index', 'pages/shoppingdetail/shoppingdetail', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/seckill/seckillgooddetail/seckillgooddetail', 'pages/distribution/distributionyes/distributionyes', 'pages/distribution/extend/extend', 'pages/distribution/extends/extends', 'pages/bargain/bargainDetail/bargainDetail']","['pages/index/index', 'pages/shoppingdetail/shoppingdetail', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/seckill/seckillgooddetail/seckillgooddetail', 'pages/distribution/distributionyes/distributionyes', 'pages/distribution/extend/extend', 'pages/distribution/extends/extends', 'pages/bargain/bargainDetail/bargainDetail']",['index/index']
wxad57ae1cd953ccef,wx.getLocation,3,3,2,"['pages/confirmationoforder/confirmationoforder', 'pages/orderdetail/orderdetail', 'pages/seckill/confirmseckillorder/confirmseckillorder']","['pages/confirmationoforder/confirmationoforder', 'pages/orderdetail/orderdetail', 'pages/seckill/confirmseckillorder/confirmseckillorder']","['confirmationoforder/confirmationoforder', 'seckill/confirmseckillorder/confirmseckillorder']"
wxad57ae1cd953ccef,wx.chooseImage,8,8,8,"['pages/idCard/idCard', 'pages/refund/refund', 'pages/evaluates/evaluates', 'pages/inlogistics/inlogistics', 'pages/advancedforms/webadvancedforms/webadvancedforms', 'pages/advancedforms/advancedetail/advancedetail', 'pages/refundinfo/refundapply/refundapply', 'pages/refundinfo/refundlogistics/refundlogistics']","['pages/idCard/idCard', 'pages/refund/refund', 'pages/evaluates/evaluates', 'pages/inlogistics/inlogistics', 'pages/advancedforms/webadvancedforms/webadvancedforms', 'pages/advancedforms/advancedetail/advancedetail', 'pages/refundinfo/refundapply/refundapply', 'pages/refundinfo/refundlogistics/refundlogistics']","['refund/refund', 'refundinfo/refundlogistics/refundlogistics', 'advancedforms/webadvancedforms/webadvancedforms', 'idCard/idCard', 'refundinfo/refundapply/refundapply', 'evaluates/evaluates', 'inlogistics/inlogistics', 'advancedforms/advancedetail/advancedetail']"
wxad57ae1cd953ccef,wx.chooseAddress,3,3,3,"['pages/address/address', 'pages/addaddress/addaddress', 'pages/editaddress/editaddress']","['pages/address/address', 'pages/addaddress/addaddress', 'pages/editaddress/editaddress']","['addaddress/addaddress', 'editaddress/editaddress', 'address/address']"
wxa92ca51fc9c0e993,wx.getLocation,1,1,1,['pages/order/store/index'],['pages/order/store/index'],['order/store/index']
wxa92ca51fc9c0e993,wx.chooseAddress,3,3,3,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/post', 'member/address/select']"
wxa92ca51fc9c0e993,wx.saveImageToPhotosAlbum,2,1,2,"['pages/goods/detail/index', 'pages/goods/poster/poster']",['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wxa5fdc87cebc35faa,wx.getLocation,1,1,1,['pages/order/store/index'],['pages/order/store/index'],['order/store/index']
wxa5fdc87cebc35faa,wx.chooseAddress,3,3,3,"['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['pages/member/address/index', 'pages/member/address/post', 'pages/member/address/select']","['member/address/index', 'member/address/post', 'member/address/select']"
wxa5fdc87cebc35faa,wx.saveImageToPhotosAlbum,1,1,2,['pages/goods/poster/poster'],['pages/goods/poster/poster'],"['goods/detail/poster/poster', 'goods/poster/poster']"
wx8ab4045adcc2efc4,wx.chooseMessageFile,1,1,1,['pages/issue/issue'],['pages/issue/issue'],['issue/issue']
wx8ab4045adcc2efc4,wx.saveImageToPhotosAlbum,2,2,0,"['pages/usercenter/dashboard/index', 'pages/order/detail']","['pages/usercenter/dashboard/index', 'pages/order/detail']",[]
wx8ab4045adcc2efc4,wx.getUserProfile,11,9,9,"['pages/home/dashboard/index', 'pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/usercenter/payorder/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['order/order', 'order/judetail', 'order/yuyue', 'usercenter/dashboard/index', 'myQuan2/detail', 'dm/dm', 'order/detail', 'detail/index', 'issue/issue']"
wx8ab4045adcc2efc4,wx.getLocation,1,0,0,['pages/home/dashboard/index'],[],[]
wx8ab4045adcc2efc4,wx.chooseImage,3,3,3,"['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['register/register', 'company/infoSet', 'issue/issue']"
wx8ab4045adcc2efc4,wx.chooseLocation,3,3,3,"['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['company/storeSet', 'company/infoSet', 'issue/issue']"
wx7b1ef4c1860358a7,wx.saveImageToPhotosAlbum,6,6,4,"['pages/product-detail/product-detail', 'pages/promotion/promotion', 'pages/user-settings/user-settings', 'pages/ele/ele', 'pages/meituan/meituan', 'pages/activity-list/activity-list']","['pages/product-detail/product-detail', 'pages/promotion/promotion', 'pages/user-settings/user-settings', 'pages/ele/ele', 'pages/meituan/meituan', 'pages/activity-list/activity-list']","['promotion/promotion', 'user-settings/user-settings', 'meituan/meituan', 'ele/ele']"
wx7b1ef4c1860358a7,wx.getUserInfo,6,5,5,"['pages/profile/profile', 'pages/partner/partner', 'pages/point-profile/point-profile', 'pages/free-order/free-order', 'pages/first-order-bonus/first-order-bonus', 'app']","['pages/profile/profile', 'pages/partner/partner', 'pages/point-profile/point-profile', 'pages/free-order/free-order', 'pages/first-order-bonus/first-order-bonus']","['profile/profile', 'partner/partner', 'first-order-bonus/first-order-bonus', 'free-order/free-order', 'point-profile/point-profile']"
wx7baa4761313f44da,wx.getLocation,1,1,0,['pages/home/home/home'],['pages/home/home/home'],[]
wx9390c46f3a5a833a,wx.saveImageToPhotosAlbum,3,3,2,"['pages/stores/miniappqrcode/index', 'pages/stores/moneyqrcode/index', 'pages/product/details']","['pages/stores/miniappqrcode/index', 'pages/stores/moneyqrcode/index', 'pages/product/details']","['stores/moneyqrcode/index', 'stores/miniappqrcode/index']"
wx9390c46f3a5a833a,wx.getUserProfile,1,1,1,['pages/login/index'],['pages/login/index'],['login/index']
wx9390c46f3a5a833a,wx.getLocation,1,1,1,['pages/nearby/index'],['pages/nearby/index'],['nearby/index']
wx9390c46f3a5a833a,wx.chooseImage,1,1,1,['pages/stores/product/modify'],['pages/stores/product/modify'],['stores/product/modify']
wxa1cfd092d869cca5,wx.chooseMessageFile,1,1,1,['pages/issue/issue'],['pages/issue/issue'],['issue/issue']
wxa1cfd092d869cca5,wx.saveImageToPhotosAlbum,2,2,0,"['pages/usercenter/dashboard/index', 'pages/order/detail']","['pages/usercenter/dashboard/index', 'pages/order/detail']",[]
wxa1cfd092d869cca5,wx.getUserProfile,11,9,9,"['pages/home/dashboard/index', 'pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/usercenter/payorder/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['pages/usercenter/dashboard/index', 'pages/issue/issue', 'pages/detail/index', 'pages/myQuan2/detail', 'pages/order/order', 'pages/order/detail', 'pages/order/judetail', 'pages/order/yuyue', 'pages/dm/dm']","['order/order', 'order/judetail', 'order/yuyue', 'usercenter/dashboard/index', 'myQuan2/detail', 'dm/dm', 'order/detail', 'detail/index', 'issue/issue']"
wxa1cfd092d869cca5,wx.getLocation,1,0,0,['pages/home/dashboard/index'],[],[]
wxa1cfd092d869cca5,wx.chooseImage,3,3,3,"['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['pages/issue/issue', 'pages/register/register', 'pages/company/infoSet']","['register/register', 'company/infoSet', 'issue/issue']"
wxa1cfd092d869cca5,wx.chooseLocation,3,3,3,"['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['pages/issue/issue', 'pages/company/infoSet', 'pages/company/storeSet']","['company/storeSet', 'company/infoSet', 'issue/issue']"
wx8b87fcc514fc550b,wx.getLocation,2,1,1,"['pages/Shop/List/List', 'app']",['pages/Shop/List/List'],['Shop/List/List']
wx8b87fcc514fc550b,wx.saveImageToPhotosAlbum,1,1,0,['pages/Product/Detail/Detail'],['pages/Product/Detail/Detail'],[]
wx8e6f17f98fc26e26,wx.getLocation,2,2,1,"['pages/index/index', 'pages/takefood/index']","['pages/index/index', 'pages/takefood/index']",['takefood/index']
wxa401b0a5dff09107,wx.saveImageToPhotosAlbum,8,8,1,"['pages/index/index', 'pages/shoppingdetail/shoppingdetail', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/seckill/seckillgooddetail/seckillgooddetail', 'pages/distribution/distributionyes/distributionyes', 'pages/distribution/extend/extend', 'pages/distribution/extends/extends', 'pages/bargain/bargainDetail/bargainDetail']","['pages/index/index', 'pages/shoppingdetail/shoppingdetail', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/seckill/seckillgooddetail/seckillgooddetail', 'pages/distribution/distributionyes/distributionyes', 'pages/distribution/extend/extend', 'pages/distribution/extends/extends', 'pages/bargain/bargainDetail/bargainDetail']",['index/index']
wxa401b0a5dff09107,wx.getUserProfile,6,6,4,"['pages/loginAvt/loginAvt', 'pages/logins/logins', 'pages/collage/collageshare/collageshare', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/distribution/distributionno/distributionno', 'pages/bargain/bargainDetail/bargainDetail']","['pages/loginAvt/loginAvt', 'pages/logins/logins', 'pages/collage/collageshare/collageshare', 'pages/collage/collagegooddetail/collagegooddetail', 'pages/distribution/distributionno/distributionno', 'pages/bargain/bargainDetail/bargainDetail']","['bargain/bargainDetail/bargainDetail', 'logins/logins', 'distribution/distributionno/distributionno', 'loginAvt/loginAvt']"
wxa401b0a5dff09107,wx.getLocation,3,3,2,"['pages/confirmationoforder/confirmationoforder', 'pages/orderdetail/orderdetail', 'pages/seckill/confirmseckillorder/confirmseckillorder']","['pages/confirmationoforder/confirmationoforder', 'pages/orderdetail/orderdetail', 'pages/seckill/confirmseckillorder/confirmseckillorder']","['confirmationoforder/confirmationoforder', 'seckill/confirmseckillorder/confirmseckillorder']"
wxa401b0a5dff09107,wx.chooseImage,8,8,8,"['pages/idCard/idCard', 'pages/refund/refund', 'pages/evaluates/evaluates', 'pages/inlogistics/inlogistics', 'pages/advancedforms/webadvancedforms/webadvancedforms', 'pages/advancedforms/advancedetail/advancedetail', 'pages/refundinfo/refundapply/refundapply', 'pages/refundinfo/refundlogistics/refundlogistics']","['pages/idCard/idCard', 'pages/refund/refund', 'pages/evaluates/evaluates', 'pages/inlogistics/inlogistics', 'pages/advancedforms/webadvancedforms/webadvancedforms', 'pages/advancedforms/advancedetail/advancedetail', 'pages/refundinfo/refundapply/refundapply', 'pages/refundinfo/refundlogistics/refundlogistics']","['refund/refund', 'refundinfo/refundlogistics/refundlogistics', 'advancedforms/webadvancedforms/webadvancedforms', 'idCard/idCard', 'refundinfo/refundapply/refundapply', 'evaluates/evaluates', 'inlogistics/inlogistics', 'advancedforms/advancedetail/advancedetail']"
wxa401b0a5dff09107,wx.chooseAddress,3,3,3,"['pages/address/address', 'pages/addaddress/addaddress', 'pages/editaddress/editaddress']","['pages/address/address', 'pages/addaddress/addaddress', 'pages/editaddress/editaddress']","['addaddress/addaddress', 'editaddress/editaddress', 'address/address']"
wxacc203631394b9c4,wx.getLocation,1,1,1,['pages/qrcode/qrcode_index/qrcode_index'],['pages/qrcode/qrcode_index/qrcode_index'],['qrcode/qrcode_index/qrcode_index']
wx489adbe768421010,wx.chooseImage,1,1,3,['pages/prize-publish/prize-publish'],['pages/prize-publish/prize-publish'],"['note/edit/edit', 'note/create/create', 'prize-publish/prize-publish']"
wx489adbe768421010,wx.chooseLocation,1,1,1,['pages/address-detail/address-detail'],['pages/address-detail/address-detail'],['address-detail/address-detail']
wxafc30d8c2288eb78,wx.saveImageToPhotosAlbum,10,5,5,"['pages/goods/goods', 'pages/user/user', 'pages/card/card', 'pages/miaosha/details/details', 'pages/pt/details/details', 'pages/pt/group/details', 'pages/book/details/details', 'pages/fxhb/detail/detail', 'pages/task/task', 'pages/mlvb-live-room-demo/live-room-page/room']","['pages/goods/goods', 'pages/user/user', 'pages/card/card', 'pages/miaosha/details/details', 'pages/mlvb-live-room-demo/live-room-page/room']","['card/card', 'mlvb-live-room-demo/live-room-page/room', 'goods/goods', 'user/user', 'miaosha/details/details']"
wxafc30d8c2288eb78,wx.getLocation,4,3,3,"['pages/shop/shop', 'pages/book/shop/shop', 'pages/fxhb/open/open', 'pages/fxhb/detail/detail']","['pages/shop/shop', 'pages/book/shop/shop', 'pages/fxhb/open/open']","['fxhb/open/open', 'book/shop/shop', 'shop/shop']"
wxafc30d8c2288eb78,wx.chooseImage,11,11,11,"['pages/order-refund/order-refund', 'pages/order-comment/order-comment', 'pages/miaosha/order-comment/order-comment', 'pages/miaosha/order-refund/order-refund', 'pages/pt/order-comment/order-comment', 'pages/pt/order-refund/order-refund', 'pages/book/order-comment/order-comment', 'pages/room/index', 'pages/mlvb-live-room-demo/live-room-page/room', 'pages/mlvb-live-room-demo/new-room-page/roomname', 'pages/mlvb-live-room-demo/upload-img/upload-img']","['pages/order-refund/order-refund', 'pages/order-comment/order-comment', 'pages/miaosha/order-comment/order-comment', 'pages/miaosha/order-refund/order-refund', 'pages/pt/order-comment/order-comment', 'pages/pt/order-refund/order-refund', 'pages/book/order-comment/order-comment', 'pages/room/index', 'pages/mlvb-live-room-demo/live-room-page/room', 'pages/mlvb-live-room-demo/new-room-page/roomname', 'pages/mlvb-live-room-demo/upload-img/upload-img']","['pt/order-refund/order-refund', 'room/index', 'book/order-comment/order-comment', 'miaosha/order-refund/order-refund', 'miaosha/order-comment/order-comment', 'order-refund/order-refund', 'order-comment/order-comment', 'mlvb-live-room-demo/new-room-page/roomname', 'mlvb-live-room-demo/live-room-page/room', 'mlvb-live-room-demo/upload-img/upload-img', 'pt/order-comment/order-comment']"
wxafc30d8c2288eb78,wx.chooseAddress,2,2,2,"['pages/address-edit/address-edit', 'pages/address-picker/address-picker']","['pages/address-edit/address-edit', 'pages/address-picker/address-picker']","['address-picker/address-picker', 'address-edit/address-edit']"
wxafc30d8c2288eb78,wx.chooseLocation,5,5,5,"['pages/order-submit/order-submit', 'pages/miaosha/order-submit/order-submit', 'pages/pt/order-submit/order-submit', 'pages/integral-mall/order-submit/index', 'pages/new-order-submit/new-order-submit']","['pages/order-submit/order-submit', 'pages/miaosha/order-submit/order-submit', 'pages/pt/order-submit/order-submit', 'pages/integral-mall/order-submit/index', 'pages/new-order-submit/new-order-submit']","['new-order-submit/new-order-submit', 'miaosha/order-submit/order-submit', 'order-submit/order-submit', 'integral-mall/order-submit/index', 'pt/order-submit/order-submit']"
wx7ba4863cdc09ede0,wx.chooseInvoice,1,0,0,['pages/user/applyInvoice/index'],[],[]
wx7ba4863cdc09ede0,wx.saveImageToPhotosAlbum,1,0,0,['pages/serviceHelp/index'],[],[]
wx7ba4863cdc09ede0,wx.getUserProfile,2,1,1,"['pages/index/index', 'pages/user/index']",['pages/user/index'],['user/index']
wx7ba4863cdc09ede0,wx.chooseImage,1,1,1,['pages/complaint/complaint'],['pages/complaint/complaint'],['complaint/complaint']
wx7ba4863cdc09ede0,wx.chooseInvoiceTitle,1,1,1,['pages/user/applyInvoice/index'],['pages/user/applyInvoice/index'],['user/applyInvoice/index']
wx7ba4863cdc09ede0,wx.openBluetoothAdapter,7,3,0,"['pages/batteryCharge/index', 'pages/replenishment/replenishment', 'pages/openLock/openLock', 'pages/index/index', 'pages/login/login', 'pages/serviceHelp/index', 'pages/freeReceive/index']","['pages/replenishment/replenishment', 'pages/login/login', 'pages/freeReceive/index']",[]
